Airline (IATA or ICAO),Airline ID,Source Airport,Source Airport ID,Destination Airport,Destination Airport ID,Codeshare,Stops,Equipment
AA,24,BWI,3849,ORD,3830,Y,0,E75 ER4 CR7
AA,24,CAE,3561,DFW,3670,Y,0,ER4
AA,24,CAE,3561,PHL,3752,Y,0,CRJ
AA,24,CAK,4112,DCA,3520,Y,0,CRJ
AA,24,CBR,3355,BNE,3320,Y,0,737
AA,24,CBR,3355,MEL,3339,Y,0,737
AA,24,CBR,3355,SYD,3361,Y,0,737
AA,24,CDG,1382,LHR,507,Y,0,319 320 321
AA,24,CHA,3578,DCA,3520,Y,0,CRJ
AA,24,CHA,3578,DFW,3670,Y,0,ER4 ERD
AA,24,CHA,3578,ORD,3830,Y,0,ER4 ERD
AA,24,CHC,2009,SYD,3361,Y,0,737
AA,24,CHO,4015,LGA,3697,Y,0,ERD
AA,24,CHO,4015,ORD,3830,Y,0,CRJ
AA,24,CHS,3806,DCA,3520,Y,0,E70 CRJ E75
AA,24,CHS,3806,DFW,3670,Y,0,ER4 ERD
AA,24,CHS,3806,MIA,3576,Y,0,ER4
AA,24,CID,4043,DFW,3670,Y,0,ER4 CRJ
AA,24,CID,4043,ORD,3830,Y,0,ER4
AA,24,CLE,3486,JFK,3797,Y,0,ER4
AA,24,CLE,3486,MIA,3576,Y,0,ER4
AA,24,CLE,3486,ORD,3830,Y,0,CR7 ER4 ERD
AA,24,CLE,3486,PHL,3752,Y,0,E75 CRJ E70 CR9
AA,24,CLL,3715,DFW,3670,Y,0,ER4 ERD CRJ
AA,24,CLT,3876,ABE,4355,Y,0,CR7 CRJ CR9
AA,24,CLT,3876,ATL,3682,Y,0,320 CR9 321 319
AA,24,CLT,3876,AVP,4286,Y,0,CRJ CR9
AA,24,CLT,3876,CMH,3759,Y,0,CR9 E75 CR7 CRJ E70
AA,24,CLT,3876,DSM,3729,Y,0,CR9
AA,24,CLT,3876,FPO,1948,Y,0,CR7
AA,24,CLT,3876,GNV,3472,Y,0,CRJ
AA,24,CLT,3876,GPT,4038,Y,0,CR7 CRJ
AA,24,CLT,3876,HPN,3589,Y,0,CRJ
AA,24,CLT,3876,JAN,3580,Y,0,CRJ CR7
AA,24,CLT,3876,LIT,3660,Y,0,CR9 CRJ
AA,24,CLT,3876,MGM,4115,Y,0,CRJ
AA,24,CLT,3876,MHT,4011,Y,0,CR9
AA,24,CLT,3876,MKE,3717,Y,0,CR7 CRJ CR9
AA,24,CLT,3876,MSY,3861,Y,0,319 320 E75 CR9
AA,24,CLT,3876,OMA,3454,Y,0,CR9
AA,24,CLT,3876,PNS,3564,Y,0,CR9
AA,24,CLT,3876,SRQ,4067,Y,0,CR9 E75
AA,24,CLT,3876,TLH,3698,Y,0,CRJ CR7
AA,24,CLT,3876,YOW,100,Y,0,CRJ
AA,24,CLT,3876,YUL,146,Y,0,CRJ
AA,24,CLT,3876,YYZ,193,Y,0,E75 CRJ
AA,24,CMB,3024,AUH,2179,Y,0,320
AA,24,CMH,3759,DCA,3520,Y,0,CRJ E75 E70
AA,24,CMH,3759,JFK,3797,Y,0,CR7 ER4
AA,24,CMH,3759,LGA,3697,Y,0,CR7 ERD
AA,24,CMH,3759,MIA,3576,Y,0,ER4
AA,24,CMH,3759,ORD,3830,Y,0,ER4 CR7 ERD
AA,24,CMH,3759,PHL,3752,Y,0,E70 CRJ E75
AA,24,CMI,4049,DFW,3670,Y,0,ER4
AA,24,CMI,4049,ORD,3830,Y,0,ER4 ERD
AA,24,CNS,3322,BNE,3320,Y,0,737
AA,24,COU,3719,DFW,3670,Y,0,ER4 ERD
AA,24,COU,3719,ORD,3830,Y,0,ER4 ERD
AA,24,CPH,609,LHR,507,Y,0,321 320 319
AA,24,CPT,797,LHR,507,Y,0,744 777
AA,24,CUU,1797,DFW,3670,Y,0,ER4 ERD
AA,24,CVG,3488,DCA,3520,Y,0,CRJ
AA,24,CVG,3488,DFW,3670,Y,0,ER4 ERD
AA,24,CVG,3488,JFK,3797,Y,0,ER4
AA,24,CVG,3488,MIA,3576,Y,0,ER4
AA,24,CVG,3488,ORD,3830,Y,0,ER4
AA,24,CVG,3488,PHL,3752,Y,0,E70 CRJ E75
AA,24,CWA,4045,ORD,3830,Y,0,ER4 ERD
AA,24,DAY,3627,DCA,3520,Y,0,CRJ
AA,24,DAY,3627,LGA,3697,Y,0,ERD
AA,24,DAY,3627,ORD,3830,Y,0,ER4
AA,24,DAY,3627,PHL,3752,Y,0,CRJ
AA,24,DBQ,4388,ORD,3830,Y,0,ER4 ERD
AA,24,DCA,3520,AGS,3658,Y,0,CRJ
AA,24,DCA,3520,ALB,3864,Y,0,E70 CRJ E75
AA,24,DCA,3520,BDL,3825,Y,0,CRJ E75 E70
AA,24,DCA,3520,BGR,3463,Y,0,CRJ E70
AA,24,DCA,3520,BHM,3811,Y,0,CRJ
AA,24,DCA,3520,BNA,3690,Y,0,ERD CRJ E70
AA,24,DCA,3520,BUF,3820,Y,0,CRJ E75 E70
AA,24,DCA,3520,CAE,3561,Y,0,CRJ
AA,24,DCA,3520,CAK,4112,Y,0,CRJ
AA,24,DCA,3520,CHA,3578,Y,0,CRJ
AA,24,DCA,3520,CHS,3806,Y,0,E70 CRJ E75
AA,24,DCA,3520,CMH,3759,Y,0,CRJ E75 E70
AA,24,DCA,3520,CRW,4285,Y,0,DH3
AA,24,DCA,3520,CVG,3488,Y,0,CRJ
AA,24,DCA,3520,DSM,3729,Y,0,E70 CRJ
AA,24,DCA,3520,DTW,3645,Y,0,CRJ E70 E75
AA,24,DCA,3520,GSO,4008,Y,0,CRJ E70 E75
AA,24,DCA,3520,GSP,4034,Y,0,CRJ
AA,24,DCA,3520,HPN,3589,Y,0,DH3 CRJ
AA,24,DCA,3520,HSV,4113,Y,0,CRJ E70
AA,24,DCA,3520,ILM,3845,Y,0,CRJ
AA,24,DCA,3520,IND,3585,Y,0,E70 E75 CRJ
AA,24,DCA,3520,ISP,3857,Y,0,CRJ
AA,24,DCA,3520,JAN,3580,Y,0,CRJ
AA,24,DCA,3520,JAX,3712,Y,0,CRJ E75 E70
AA,24,DCA,3520,LIT,3660,Y,0,E70
AA,24,DCA,3520,MCI,3458,Y,0,E70 E75
AA,24,DCA,3520,MEM,3473,Y,0,CRJ
AA,24,DCA,3520,MHT,4011,Y,0,CRJ E75 E70
AA,24,DCA,3520,MSP,3858,Y,0,E70 E75
AA,24,DCA,3520,MSY,3861,Y,0,E70 E75
AA,24,DCA,3520,MYR,3515,Y,0,CRJ
AA,24,DCA,3520,OAJ,4386,Y,0,CRJ
AA,24,DCA,3520,OMA,3454,Y,0,E70
AA,24,DCA,3520,PBI,3722,Y,0,E75 E70
AA,24,DCA,3520,PDX,3720,Y,0,737
AA,24,DCA,3520,PIT,3570,Y,0,CRJ E75
AA,24,DCA,3520,PNS,3564,Y,0,CRJ
AA,24,DCA,3520,PVD,3641,Y,0,CRJ E75 E70
AA,24,DCA,3520,PWM,3862,Y,0,E75 CRJ E70
AA,24,DCA,3520,RDU,3626,Y,0,ERD CRJ
AA,24,DCA,3520,ROC,3622,Y,0,E70 CRJ
AA,24,DCA,3520,RSW,3793,Y,0,E75 E70
AA,24,DCA,3520,SAV,3613,Y,0,CRJ
AA,24,DCA,3520,SDF,4014,Y,0,CRJ E75
AA,24,DCA,3520,SRQ,4067,Y,0,CRJ
AA,24,DCA,3520,STL,3678,Y,0,CR7
AA,24,DCA,3520,SYR,3745,Y,0,E70 CRJ E75
AA,24,DCA,3520,TLH,3698,Y,0,CRJ
AA,24,DCA,3520,TYS,3676,Y,0,CRJ
AA,24,DCA,3520,VPS,3873,Y,0,CRJ
AA,24,DCA,3520,YHZ,73,Y,0,CRJ
AA,24,DCA,3520,YUL,146,Y,0,CRJ
AA,24,DCA,3520,YYZ,193,Y,0,CRJ
AA,24,DEL,3093,LHR,507,Y,0,777
AA,24,DEN,3751,LAX,3484,Y,0,CR7
AA,24,DEN,3751,LHR,507,Y,0,777
AA,24,DEN,3751,SEA,3577,Y,0,737
AA,24,DFW,3670,ABI,3718,Y,0,ERD CRJ ER4
AA,24,DFW,3670,ACT,3700,Y,0,ER4 ERD
AA,24,DFW,3670,AEX,3852,Y,0,CRJ ER4 ERD
AA,24,DFW,3670,AGU,1785,Y,0,ER4
AA,24,DFW,3670,AMA,3840,Y,0,ER4 CRJ ERD
AA,24,DFW,3670,BMI,4037,Y,0,ER4
AA,24,DFW,3670,BNE,3320,Y,0,744
AA,24,DFW,3670,BPT,3612,Y,0,ERD ER4 CRJ
AA,24,DFW,3670,BRO,3738,Y,0,CRJ ER4
AA,24,DFW,3670,BTR,3846,Y,0,ERD ER4 CRJ
AA,24,DFW,3670,CAE,3561,Y,0,ER4
AA,24,DFW,3670,CHA,3578,Y,0,ERD ER4
AA,24,DFW,3670,CHS,3806,Y,0,ER4 ERD
AA,24,DFW,3670,CID,4043,Y,0,ER4 CRJ
AA,24,DFW,3670,CLL,3715,Y,0,ER4 ERD CRJ
AA,24,DFW,3670,CMI,4049,Y,0,ER4
AA,24,DFW,3670,COU,3719,Y,0,ER4 ERD
AA,24,DFW,3670,CRW,4285,Y,0,CRJ
AA,24,DFW,3670,CUU,1797,Y,0,ERD ER4
AA,24,DFW,3670,CVG,3488,Y,0,ERD ER4
AA,24,DFW,3670,DRO,3713,Y,0,ER4 CRJ
AA,24,DFW,3670,EVV,4018,Y,0,ERD
AA,24,DFW,3670,FAR,4292,Y,0,ER4 ERD
AA,24,DFW,3670,FSD,4009,Y,0,ER4 CRJ
AA,24,DFW,3670,FSM,3437,Y,0,ER4 ERD
AA,24,DFW,3670,FWA,4041,Y,0,ER4
AA,24,DFW,3670,GCK,3497,Y,0,ERD ER4
AA,24,DFW,3670,GGG,3465,Y,0,ER4 ERD
AA,24,DFW,3670,GJT,4063,Y,0,ER4
AA,24,DFW,3670,GPT,4038,Y,0,ERD ER4
AA,24,DFW,3670,GRI,5740,Y,0,ERD ER4
AA,24,DFW,3670,GRK,3775,Y,0,ER4 CRJ ERD
AA,24,DFW,3670,GRR,3685,Y,0,ER4 ERD
AA,24,DFW,3670,GSO,4008,Y,0,ER4
AA,24,DFW,3670,GSP,4034,Y,0,ER4
AA,24,DFW,3670,JAN,3580,Y,0,ER4 ERD
AA,24,DFW,3670,JLN,4354,Y,0,ER4
AA,24,DFW,3670,LAW,4256,Y,0,ERD ER4
AA,24,DFW,3670,LCH,3513,Y,0,ERD ER4
AA,24,DFW,3670,LEX,4017,Y,0,ERD ER4
AA,24,DFW,3670,LFT,3493,Y,0,ERD ER4 CRJ
AA,24,DFW,3670,LRD,3691,Y,0,ERD CRJ ER4
AA,24,DFW,3670,MAF,3652,Y,0,ERD CRJ ER4
AA,24,DFW,3670,MGM,4115,Y,0,ER4 ERD
AA,24,DFW,3670,MHK,4050,Y,0,ER4 ERD
AA,24,DFW,3670,MLI,4072,Y,0,ERD ER4
AA,24,DFW,3670,MLM,1821,Y,0,ER4
AA,24,DFW,3670,MLU,3732,Y,0,ER4 CRJ
AA,24,DFW,3670,MOB,3782,Y,0,ER4 CRJ
AA,24,DFW,3670,MSN,3459,Y,0,ER4 CRJ
AA,24,DFW,3670,MZT,1826,Y,0,ERD ER4
AA,24,DFW,3670,PBC,1831,Y,0,ERD
AA,24,DFW,3670,PIA,4046,Y,0,ER4
AA,24,DFW,3670,QRO,1838,Y,0,ERD
AA,24,DFW,3670,RAP,4087,Y,0,ER4 CRJ
AA,24,DFW,3670,ROW,3736,Y,0,ERD
AA,24,DFW,3670,SAF,3784,Y,0,ER4 ERD
AA,24,DFW,3670,SAV,3613,Y,0,ER4
AA,24,DFW,3670,SGF,4348,Y,0,ERD ER4
AA,24,DFW,3670,SHV,3609,Y,0,CRJ ERD ER4
AA,24,DFW,3670,SJT,3708,Y,0,ER4 CRJ ERD
AA,24,DFW,3670,SLP,1842,Y,0,ERD
AA,24,DFW,3670,SPI,4336,Y,0,ERD ER4
AA,24,DFW,3670,SPS,3680,Y,0,ER4 CRJ ERD
AA,24,DFW,3670,TLH,3698,Y,0,ER4 ERD
AA,24,DFW,3670,TRC,1845,Y,0,ER4
AA,24,DFW,3670,TXK,3770,Y,0,ERD ER4
AA,24,DFW,3670,TYR,3848,Y,0,ERD ER4 CRJ
AA,24,DFW,3670,TYS,3676,Y,0,ERD ER4 CRJ
AA,24,DFW,3670,VPS,3873,Y,0,ER4 CRJ ERD
AA,24,DFW,3670,ZCL,1855,Y,0,ERD
AA,24,DKR,1084,BJL,1050,Y,0,L4T
AA,24,DKR,1084,LPA,1054,Y,0,320
AA,24,DOH,11051,BAH,2057,Y,0,777
AA,24,DRO,3713,DFW,3670,Y,0,ER4 CRJ
AA,24,DRO,3713,PHX,3462,Y,0,CRJ CR9
AA,24,DRW,3999,BNE,3320,Y,0,763 737
AA,24,DRW,3999,SYD,3361,Y,0,737
AA,24,DSM,3729,CLT,3876,Y,0,CR9
AA,24,DSM,3729,DCA,3520,Y,0,E70 CRJ
AA,24,DSM,3729,ORD,3830,Y,0,E75 ERD ER4
AA,24,DTW,3645,DCA,3520,Y,0,E70 CRJ E75
AA,24,DTW,3645,LGA,3697,Y,0,CR7
AA,24,DTW,3645,ORD,3830,Y,0,E75 ERD ER4 CR7
AA,24,DTW,3645,YUL,146,Y,0,330
AA,24,DUB,599,LHR,507,Y,0,319
AA,24,DUS,345,AUH,2179,Y,0,330
AA,24,DUS,345,JFK,3797,Y,0,330
AA,24,DUS,345,LAX,3484,Y,0,330
AA,24,DUS,345,LHR,507,Y,0,319 320
AA,24,DUS,345,MIA,3576,Y,0,330
AA,24,DUS,345,RSW,3793,Y,0,330
AA,24,DXB,2188,LHR,507,Y,0,744 777
AA,24,EBB,1187,LHR,507,Y,0,767
AA,24,EDI,535,LHR,507,Y,0,767 320 321
AA,24,ELH,1943,MIA,3576,Y,0,ER4
AA,24,ELP,3559,LAX,3484,Y,0,CRJ
AA,24,ELP,3559,ORD,3830,Y,0,E75
AA,24,ELP,3559,PHX,3462,Y,0,CRJ CR9
AA,24,EUG,4099,LAX,3484,Y,0,CRJ
AA,24,EUG,4099,PDX,3720,Y,0,DH4
AA,24,EVV,4018,DFW,3670,Y,0,ERD
AA,24,EVV,4018,ORD,3830,Y,0,ER4 ERD
AA,24,EWR,3494,HKG,3077,Y,0,773
AA,24,EWR,3494,LHR,507,Y,0,777 787
AA,24,EWR,3494,ORD,3830,Y,0,E75 CR7
AA,24,EWR,3494,ORY,1386,Y,0,757
AA,24,EWR,3494,SEA,3577,Y,0,737
AA,24,EYW,3875,MIA,3576,Y,0,ERD
AA,24,FAR,4292,DFW,3670,Y,0,ER4 ERD
AA,24,FAR,4292,ORD,3830,Y,0,ER4
AA,24,FAT,3687,LAX,3484,Y,0,CRJ
AA,24,FAT,3687,PHX,3462,Y,0,CR9 CRJ
AA,24,FAY,5738,DCA,3520,Y,0,DH3
AA,24,FCO,1555,LHR,507,Y,0,321 767 319 320
AA,24,FDF,2878,SJU,2890,Y,0,SF3
AA,24,FLG,4261,PHX,3462,Y,0,CRJ
AA,24,FNT,4089,ORD,3830,Y,0,ER4 ERD
AA,24,FPO,1948,CLT,3876,Y,0,CR7
AA,24,FPO,1948,MIA,3576,Y,0,ER4 ERD
AA,24,FRA,340,LHR,507,Y,0,320 767 319
AA,24,FSD,4009,DFW,3670,Y,0,ER4 CRJ
AA,24,FSD,4009,ORD,3830,Y,0,ER4 ERD
AA,24,FSM,3437,DFW,3670,Y,0,ER4 ERD
AA,24,FWA,4041,DFW,3670,Y,0,ER4
AA,24,FWA,4041,ORD,3830,Y,0,ER4 ERD
AA,24,GCK,3497,DFW,3670,Y,0,ER4 ERD
AA,24,GDL,1804,LAX,3484,Y,0,737
AA,24,GDL,1804,PHX,3462,Y,0,CR9 CRJ
AA,24,GDL,1804,SJC,3748,Y,0,737
AA,24,GGG,3465,DFW,3670,Y,0,ER4 ERD
AA,24,GGT,1941,MIA,3576,Y,0,ER4
AA,24,GIB,1738,LHR,507,Y,0,320
AA,24,GJT,4063,DFW,3670,Y,0,ER4
AA,24,GJT,4063,PHX,3462,Y,0,CRJ
AA,24,GLA,534,LHR,507,Y,0,319 320 321
AA,24,GNV,3472,MIA,3576,Y,0,ER4
AA,24,GOT,687,LHR,507,Y,0,320 321 319
AA,24,GPT,4038,CLT,3876,Y,0,CRJ CR7
AA,24,GPT,4038,DFW,3670,Y,0,ERD ER4
AA,24,GRB,3653,ORD,3830,Y,0,ER4
AA,24,GRI,5740,DFW,3670,Y,0,ER4 ERD
AA,24,GRK,3775,DFW,3670,Y,0,ER4 CRJ ERD
AA,24,GRR,3685,DFW,3670,Y,0,ERD ER4
AA,24,GRR,3685,ORD,3830,Y,0,ER4 ERD
AA,24,GSO,4008,DCA,3520,Y,0,CRJ
AA,24,GSO,4008,DFW,3670,Y,0,ER4
AA,24,GSO,4008,LGA,3697,Y,0,ERD
AA,24,GSO,4008,MIA,3576,Y,0,ER4
AA,24,GSO,4008,PHL,3752,Y,0,E75 CRJ E70
AA,24,GSP,4034,DCA,3520,Y,0,CRJ
AA,24,GSP,4034,DFW,3670,Y,0,ER4
AA,24,GSP,4034,PHL,3752,Y,0,CRJ
AA,24,GVA,1665,LHR,507,Y,0,320 319 321
AA,24,GYE,2673,JFK,3797,Y,0,763
AA,24,GYE,2673,SCY,6045,Y,0,319
AA,24,GYE,2673,UIO,2688,Y,0,319
AA,24,HAJ,352,LHR,507,Y,0,319
AA,24,HAM,342,LHR,507,Y,0,320 319 321
AA,24,HEL,421,JFK,3797,Y,0,330
AA,24,HEL,421,LHR,507,Y,0,320
AA,24,HEL,421,MAN,478,Y,0,E70
AA,24,HKG,3077,EWR,3494,Y,0,773
AA,24,HKG,3077,JFK,3797,Y,0,773
AA,24,HKG,3077,LAX,3484,Y,0,773
AA,24,HKG,3077,ORD,3830,Y,0,773
AA,24,HKG,3077,SFO,3469,Y,0,773 744
AA,24,HMO,1807,PHX,3462,Y,0,CRJ
AA,24,HNL,3728,OAK,3453,Y,0,737
AA,24,HNL,3728,SJC,3748,Y,0,737
AA,24,HNL,3728,SYD,3361,Y,0,763
AA,24,HPN,3589,CLT,3876,Y,0,CRJ
AA,24,HPN,3589,DCA,3520,Y,0,CRJ
AA,24,HPN,3589,ORD,3830,Y,0,ERD
AA,24,HSV,4113,CLT,3876,Y,0,CR7 CRJ
AA,24,HSV,4113,DCA,3520,Y,0,E70 CRJ
AA,24,HSV,4113,ORD,3830,Y,0,ER4
AA,24,HYD,\N,LHR,507,Y,0,767
AA,24,IAD,3714,AUH,2179,Y,0,340
AA,24,IAD,3714,LHR,507,Y,0,744 777
AA,24,IAH,3550,LAX,3484,Y,0,CR7
AA,24,IAH,3550,LHR,507,Y,0,744 777
AA,24,IAH,3550,ORD,3830,Y,0,CR7
AA,24,ICT,3457,ORD,3830,Y,0,CRJ
AA,24,ILM,3845,DCA,3520,Y,0,CRJ
AA,24,ILM,3845,LGA,3697,Y,0,ERD
AA,24,ILM,3845,PHL,3752,Y,0,CRJ E75
AA,24,IND,3585,DCA,3520,Y,0,E70 E75 CRJ
AA,24,IND,3585,JFK,3797,Y,0,ER4
AA,24,IND,3585,MIA,3576,Y,0,ER4
AA,24,IND,3585,ORD,3830,Y,0,E75 ER4 ERD CR7
AA,24,ISB,2223,AUH,2179,Y,0,320 332
AA,24,ISP,3857,DCA,3520,Y,0,CRJ
AA,24,IST,1701,LHR,507,Y,0,320
AA,24,JAN,3580,CLT,3876,Y,0,CRJ CR7
AA,24,JAN,3580,DCA,3520,Y,0,CRJ
AA,24,JAN,3580,DFW,3670,Y,0,ER4 ERD
AA,24,JAX,3712,DCA,3520,Y,0,E75 CRJ E70
AA,24,JAX,3712,MIA,3576,Y,0,ER4 ERD
AA,24,JAX,3712,ORD,3830,Y,0,ER4 CR7
AA,24,JFK,3797,AMM,2170,Y,0,340 330
AA,24,JFK,3797,AUH,2179,Y,0,777
AA,24,JFK,3797,BNA,3690,Y,0,ER4
AA,24,JFK,3797,BWI,3849,Y,0,ER4
AA,24,JFK,3797,CLE,3486,Y,0,ER4
AA,24,JFK,3797,CMH,3759,Y,0,ER4 CR7
AA,24,JFK,3797,CVG,3488,Y,0,ER4
AA,24,JFK,3797,DUS,345,Y,0,330
AA,24,JFK,3797,GYE,2673,Y,0,763
AA,24,JFK,3797,HEL,421,Y,0,330
AA,24,JFK,3797,HKG,3077,Y,0,773
AA,24,JFK,3797,IND,3585,Y,0,ER4
AA,24,JFK,3797,LIM,2789,Y,0,763
AA,24,JFK,3797,ORF,3611,Y,0,ER4
AA,24,JFK,3797,ORY,1386,Y,0,757
AA,24,JFK,3797,PIT,3570,Y,0,ER4
AA,24,JFK,3797,RDU,3626,Y,0,ERD CR7
AA,24,JFK,3797,SCL,2650,Y,0,787
AA,24,JFK,3797,TPA,3646,Y,0,CR7
AA,24,JFK,3797,TXL,351,Y,0,330
AA,24,JFK,3797,YUL,146,Y,0,ERD
AA,24,JFK,3797,YYZ,193,Y,0,CR7
AA,24,JLN,4354,DFW,3670,Y,0,ER4
AA,24,JNB,813,LHR,507,Y,0,380 744
AA,24,JNU,3492,KTN,3808,Y,0,737
AA,24,JUL,2792,AQP,2802,Y,0,320
AA,24,KOA,3514,OAK,3453,Y,0,737
AA,24,KOA,3514,SJC,3748,Y,0,737
AA,24,KTN,3808,JNU,3492,Y,0,734
AA,24,KTN,3808,SEA,3577,Y,0,734
AA,24,KWI,2176,LHR,507,Y,0,744
AA,24,LAS,3877,LGW,502,Y,0,777
AA,24,LAS,3877,LHR,507,Y,0,744
AA,24,LAW,4256,DFW,3670,Y,0,ER4 ERD
AA,24,LAX,3484,ABQ,4019,Y,0,CRJ CR7
AA,24,LAX,3484,ANC,3774,Y,0,737
AA,24,LAX,3484,BNE,3320,Y,0,744
AA,24,LAX,3484,DEN,3751,Y,0,CR7
AA,24,LAX,3484,DUS,345,Y,0,330
AA,24,LAX,3484,ELP,3559,Y,0,CRJ
AA,24,LAX,3484,EUG,4099,Y,0,CRJ
AA,24,LAX,3484,FAT,3687,Y,0,CRJ
AA,24,LAX,3484,GDL,1804,Y,0,737
AA,24,LAX,3484,HKG,3077,Y,0,773
AA,24,LAX,3484,IAH,3550,Y,0,CR7
AA,24,LAX,3484,LIM,2789,Y,0,763
AA,24,LAX,3484,MAD,1229,Y,0,340
AA,24,LAX,3484,MEL,3339,Y,0,380
AA,24,LAX,3484,MEX,1824,Y,0,737
AA,24,LAX,3484,MFR,4101,Y,0,DH4
AA,24,LAX,3484,MMH,7081,Y,0,DH4
AA,24,LAX,3484,MRY,3948,Y,0,CRJ
AA,24,LAX,3484,NAN,1960,Y,0,330
AA,24,LAX,3484,OKC,3863,Y,0,CR7
AA,24,LAX,3484,PDX,3720,Y,0,737
AA,24,LAX,3484,PPT,4075,Y,0,340
AA,24,LAX,3484,RDM,4103,Y,0,CRJ
AA,24,LAX,3484,RNO,3807,Y,0,CRJ
AA,24,LAX,3484,SAF,3784,Y,0,CRJ
AA,24,LAX,3484,SAN,3731,Y,0,CRJ CR7
AA,24,LAX,3484,SEA,3577,Y,0,737
AA,24,LAX,3484,SJC,3748,Y,0,CR7 CRJ
AA,24,LAX,3484,SLC,3536,Y,0,CRJ CR7
AA,24,LAX,3484,SMF,3817,Y,0,CRJ
AA,24,LAX,3484,STS,6992,Y,0,DH4
AA,24,LAX,3484,SYD,3361,Y,0,380 744
AA,24,LAX,3484,TUS,3636,Y,0,CRJ
AA,24,LAX,3484,XNA,4356,Y,0,CR7
AA,24,LBA,517,LHR,507,Y,0,319
AA,24,LCA,1197,LHR,507,Y,0,767
AA,24,LCH,3513,DFW,3670,Y,0,ER4 ERD
AA,24,LEX,4017,CLT,3876,Y,0,CR7 CRJ
AA,24,LEX,4017,DFW,3670,Y,0,ERD ER4
AA,24,LEX,4017,ORD,3830,Y,0,ERD ER4
AA,24,LFT,3493,DFW,3670,Y,0,ERD ER4 CRJ
AA,24,LGA,3697,BNA,3690,Y,0,CR7
AA,24,LGA,3697,CHO,4015,Y,0,ERD
AA,24,LGA,3697,CMH,3759,Y,0,CR7 ERD
AA,24,LGA,3697,DAY,3627,Y,0,ERD
AA,24,LGA,3697,DTW,3645,Y,0,CR7
AA,24,LGA,3697,GSO,4008,Y,0,ERD
AA,24,LGA,3697,ILM,3845,Y,0,ERD
AA,24,LGA,3697,LIT,3660,Y,0,CR7
AA,24,LGA,3697,ORF,3611,Y,0,ERD
AA,24,LGA,3697,PIT,3570,Y,0,CRJ E75
AA,24,LGA,3697,RDU,3626,Y,0,ERD CR7
AA,24,LGA,3697,RIC,3608,Y,0,ERD
AA,24,LGA,3697,ROA,4016,Y,0,ERD
AA,24,LGA,3697,SDF,4014,Y,0,ERD
AA,24,LGA,3697,STL,3678,Y,0,CR7
AA,24,LGA,3697,TYS,3676,Y,0,ERD
AA,24,LGA,3697,XNA,4356,Y,0,CR7
AA,24,LGA,3697,YUL,146,Y,0,ERD
AA,24,LGA,3697,YYZ,193,Y,0,CR7
AA,24,LGB,3582,PDX,3720,Y,0,CR7
AA,24,LGB,3582,SEA,3577,Y,0,CR7
AA,24,LGW,502,LAS,3877,Y,0,777
AA,24,LGW,502,MCO,3878,Y,0,777
AA,24,LGW,502,TPA,3646,Y,0,777
AA,24,LHE,2207,AUH,2179,Y,0,346 77W 320
AA,24,LHR,507,ABZ,532,Y,0,319 321 320
AA,24,LHR,507,ACC,248,Y,0,744
AA,24,LHR,507,AGP,1230,Y,0,320
AA,24,LHR,507,AMS,580,Y,0,320 319 321
AA,24,LHR,507,ARN,737,Y,0,321 319 767 320
AA,24,LHR,507,ATH,3941,Y,0,767 320
AA,24,LHR,507,ATL,3682,Y,0,777
AA,24,LHR,507,AUH,2179,Y,0,777
AA,24,LHR,507,BAH,2057,Y,0,777
AA,24,LHR,507,BCN,1218,Y,0,319 320 321 767
AA,24,LHR,507,BGO,636,Y,0,319
AA,24,LHR,507,BHD,467,Y,0,319
AA,24,LHR,507,BLQ,1538,Y,0,320 319
AA,24,LHR,507,BLR,3131,Y,0,777
AA,24,LHR,507,BOM,2997,Y,0,777
AA,24,LHR,507,BOS,3448,Y,0,744 777
AA,24,LHR,507,BRU,302,Y,0,320 319 321
AA,24,LHR,507,BSL,1423,Y,0,319 321
AA,24,LHR,507,BUD,1489,Y,0,320
AA,24,LHR,507,BWI,3849,Y,0,767
AA,24,LHR,507,CDG,1382,Y,0,320 319 321
AA,24,LHR,507,CPH,609,Y,0,321 320 319
AA,24,LHR,507,CPT,797,Y,0,744 777
AA,24,LHR,507,DEL,3093,Y,0,777
AA,24,LHR,507,DEN,3751,Y,0,777
AA,24,LHR,507,DUB,599,Y,0,319
AA,24,LHR,507,DUS,345,Y,0,319 320
AA,24,LHR,507,DXB,2188,Y,0,744 777
AA,24,LHR,507,EBB,1187,Y,0,767
AA,24,LHR,507,EDI,535,Y,0,767 321 320 319
AA,24,LHR,507,EWR,3494,Y,0,777 787
AA,24,LHR,507,FCO,1555,Y,0,321 320 319
AA,24,LHR,507,FRA,340,Y,0,319 320
AA,24,LHR,507,GIB,1738,Y,0,320
AA,24,LHR,507,GLA,534,Y,0,319 320 321 767
AA,24,LHR,507,GOT,687,Y,0,320 321 319
AA,24,LHR,507,GVA,1665,Y,0,319 320 321
AA,24,LHR,507,HAJ,352,Y,0,319
AA,24,LHR,507,HAM,342,Y,0,321 319 320
AA,24,LHR,507,HEL,421,Y,0,320
AA,24,LHR,507,HYD,\N,Y,0,767
AA,24,LHR,507,IAD,3714,Y,0,744 777
AA,24,LHR,507,IAH,3550,Y,0,744 777
AA,24,LHR,507,IST,1701,Y,0,767 320
AA,24,LHR,507,JNB,813,Y,0,380 744
AA,24,LHR,507,KWI,2176,Y,0,744
